test,"average(d(MDP, MBRL))","average(d(MDP,MFRL))","average(d(MBRL,MFRL))"
1,0.06038618492206752,0.3801645058102656,0.33774607335205636
2,0.08155702515007401,0.3832983756472143,0.3111894801984359
3,0.41741988498260646,1.3036064103748015,0.900500108988881
4,72.83333333333333,95.96740041500088,23.134067081667535
5,1.3753913740515475,15.524277137452657,14.564169912781772
6,0.070148164828026,1.260768320368073,1.2164361047253613
7,0.07212198126363509,0.6822129844489634,0.680647734117072
8,0.1330465653884563,1.1124537956298837,1.0534567514537827
9,0.124753177424644,1.100008468018796,1.0511633162090828
10,0.15691230472627843,0.9987905597274291,0.9013164584626863

test,"0,0","1,0","2,0","3,0","4,0","5,0","6,0","7,0","8,0","9,0","10,0","11,0","0,1","1,1","2,1","3,1","4,1","5,1","6,1","7,1","8,1","9,1","10,1","11,1","0,2","1,2","2,2","3,2","4,2","5,2","6,2","7,2","8,2","9,2","10,2","11,2","0,3","1,3","2,3","3,3","4,3","5,3","6,3","7,3","8,3","9,3","10,3","11,3","0,4","1,4","2,4","3,4","4,4","5,4","6,4","7,4","8,4","9,4","10,4","11,4","0,5","1,5","2,5","3,5","4,5","5,5","6,5","7,5","8,5","9,5","10,5","11,5","0,6","1,6","2,6","3,6","4,6","5,6","6,6","7,6","8,6","9,6","10,6","11,6"
1,"d(MDP, MBRL)",0.092450,0.078793,0.060746,0.000000,0.085443,0.000000,0.072464,0.000000,0.065104,0.074776,0.079635,0.115224
1,"d(MDP,MFRL)",0.404425,0.406958,0.329548,1.000000,0.406975,0.000000,0.190791,1.000000,0.306076,0.149625,0.360158,0.007418
1,"d(MBRL,MFRL)",0.311975,0.328165,0.268802,1.000000,0.321533,0.000000,0.118327,1.000000,0.240972,0.074849,0.280523,0.107807
2,"d(MDP, MBRL)",0.113423,0.086291,0.067444,0.000000,0.113098,0.000000,0.105155,0.000000,0.108758,0.111843,0.115357,0.157315
2,"d(MDP,MFRL)",0.415268,0.361537,0.252270,1.000000,0.385081,0.000000,0.323312,1.000000,0.358221,0.121230,0.282035,0.100627
2,"d(MBRL,MFRL)",0.301844,0.275245,0.184826,1.000000,0.271983,0.000000,0.218158,1.000000,0.249463,0.009388,0.166678,0.056689
3,"d(MDP, MBRL)",0.196418,0.364859,0.068900,0.000000,1.418535,0.000000,0.375450,0.000000,0.853860,1.415762,0.229373,0.085882
3,"d(MDP,MFRL)",1.061573,1.381698,1.103628,1.000000,2.195626,0.000000,1.144525,1.000000,1.607084,2.394808,1.368342,1.385993
3,"d(MBRL,MFRL)",0.865156,1.016840,1.034728,1.000000,0.777091,0.000000,0.769075,1.000000,0.753224,0.979046,1.138968,1.471874
